902,BAX|NYS|US
905,TZIX|NAS|US
905,CTSH|NAS|US
907,NEW|OTC|US
907,NEWC|OTC|US
907,NEWCQ|OTC|US
910,CWST|NAS|US
911,ALL|ASX|AU
917,BSY|NAS|US
918,SEPR|NAS|US
918,4506|TKS|JP
919,NNI|NYS|US
925,CCL|NYS|US
932,UHS|NYS|US
936,GRB|NYS|US
936,LSS|PAR|FR
938,AMLN|NAS|US
938,BMY|NYS|US
939,INCX|OTC|US
939,LOCM|OTC|US
939,LOCMQ|OTC|US
941,DRD|NYS|US
941,WAG|NAS|US
941,WBA|NAS|US
943,COL|NYS|US
943,HCA|NYS|US
944,SDS|NYS|US
944,FIS|NYS|US
945,AMZN|NAS|US
947,HC|NYS|US
947,EXH|NYS|US
947,AROC|NYS|US
948,PKN|NYS|US
948,PEB|NYS|US
948,ABI|NYS|US
948,IVGN|NAS|US
948,LIFE|NAS|US
948,TMO|NYS|US
951,COL|NYS|US
951,HCA|NYS|US
954,STLD|NAS|US
963,MUV2|ETR|DE
964,FCBP|NAS|US
964,PACW|NAS|US
968,JRT|OTC|US
968,JERT|OTC|US
970,FGWC|OTC|US
970,FGWCE|OTC|US
970,FGWI|OTC|US
970,FGWIE|OTC|US
970,KEPI|OTC|US
970,KEPID|OTC|US
972,GBF|ETR|DE
972,BBY|LON|GB
974,NTRG|NAS|US
974,EGHT|NAS|US
979,VHS|NYS|US
979,THC|NYS|US
980,INSI|OTC|US
980,INSS|OTC|US
980,INSSE|OTC|US
980,INCCV|OTC|US
980,INCC|OTC|US
980,CSYS|OTC|US
980,CSYSE|OTC|US
982,TD|TSE|CA
983,STL|NYS|US
983,WBS|NYS|US
984,AFGR|OTC|US
987,LVC|ASE|US
987,RDA|NYS|US
988,OPI|NAS|US
988,ORCI|NAS|US
988,IUSAD|NAS|US
988,IUSA|NAS|US
991,KWR|NYS|US
993,CRD|NYS|US
993,CRD.B|NYS|US
994,ATGN|OTC|US
998,GOLF|NYS|US
1002,VIAC|NAS|US
1002,PKI|NYS|US
1003,BOZZ|OTC|US
1003,BOZZE|OTC|US
1005,OTEX|TSE|CA
1008,AVAN|NAS|US
1008,AVAND|NAS|US
1008,CLDX|NAS|US
1009,SLXA|NAS|US
1009,ILMN|NAS|US
1010,FULL|NYS|US
1010,FUL|NYS|US
1012,AGII|NAS|US
1012,AGIID|NYS|US
1012,AGII|NYS|US
1012,ARGO|NYS|US
1013,DVAX|NAS|US
1015,NSTK|OTC|US
1015,MRNA|OTC|US
1015,MRNAD|OTC|US
1015,ATRX|OTC|US
1015,ATRXD|OTC|US
1017,WMS|NYS|US
1017,SGMS|NAS|US
1017,LNW|NAS|US
1021,WMT|NYS|US
1021,BRK.B|NYS|US
1024,IMS|NYS|US
1024,Q|NYS|US
1024,IQV|NYS|US
1025,XPO|PAR|FR
1025,XPO|NYS|US
1026,CIT|NYS|US
1026,FCNCA|NAS|US
1027,MRVC|NAS|US
1027,MRVCD|NAS|US
1027,ADV|ETR|DE
1028,KEYN|NAS|US
1028,DT|NYS|US
1030,CEGE|NAS|US
1030,BPAX|NAS|US
1030,ANIP|NAS|US
1034,TWMC|NAS|US
1034,KSPN|NAS|US
1036,TE|NYS|US
1036,EMA|TSE|CA
1041,GSK|LON|GB
1042,CNVO|NAS|US
1042,BLKB|NAS|US
1044,HITT|NAS|US
1044,ADI|NAS|US
1047,BDMS|OTC|US
1047,BDMSD|OTC|US
1048,JW.A|NYS|US
1048,WLY|NYS|US
1050,TTEK|NAS|US
1051,ZOLT|NAS|US
1051,ZOLTE|NAS|US
1051,3402|TKS|JP
1054,NYT|NYS|US
1058,DRCT|NAS|US
1058,NGHC|NAS|US
1058,ALL|NYS|US
1061,NTG|NYS|US
1061,CAM|NYS|US
1061,SLB|NYS|US
1064,AGN|AMS|NL
1067,GRIN|NYS|US
1070,HFPT|ASE|US
1070,HFIT|ASE|US
1070,HFIC|ASE|US
1070,FIT|ASE|US
1071,WSP|TSE|CA
1075,HCA|NYS|US
1077,3856|TKS|JP
1082,POM|NYS|US
1082,EXC|NAS|US
1084,QVDX|NAS|US
1084,QVDXE|NAS|US
1084,LWSN|NAS|US
1089,ZEUS|NAS|US
1092,HCA|NYS|US
1093,SGA|NAS|US
1097,KOMGV|NAS|US
1097,KOMG|NAS|US
1097,WDC|NAS|US
1100,ADVS|NAS|US
1100,ADVSE|NAS|US
1100,SSNC|NAS|US
1101,GENE|OTC|US
1101,OSCI|OTC|US
1101,OSCID|OTC|US
1101,OSCIQ|OTC|US
1104,HON|NAS|US
1107,TIVO|NAS|US
1107,XPER|NAS|US
1107,ADEA|NAS|US
1110,FLGS|NYS|US
1110,FBC|NYS|US
1110,NYCB|NYS|US
1112,XXIA|NAS|US
1112,KEYS|NYS|US
1116,PBH|NYS|US
1117,FLEXF|NAS|US
1117,FLEFE|NAS|US
1117,FLEX|NAS|US
1118,IPEL|LON|GB
1120,MEG|NYS|US
1120,MEG.WI|NYS|US
1120,NXST|NAS|US
1121,ALSK|NAS|US
1122,ESS|NYS|US
1124,UHS|NYS|US
1125,GTXI|NAS|US
1125,ONCT|NAS|US
1126,5606|TKS|JP
1126,MPG|NYS|US
1126,AXL|NYS|US
1127,RTEC|NYS|US
1127,ONTO|NYS|US
1128,APP|OTC|US
1128,APPCQ|OTC|US
1130,IBM|NYS|US
1132,WCIC|NYS|US
1132,LEN|NYS|US
1134,GFK|ETR|DE
1139,TTEC|NAS|US
1142,Q|NYS|US
1142,IQV|NYS|US
1144,SAPL|KAR|PK
1146,STR|NYS|US
1146,D|NYS|US
1147,CYH|NYS|US
1150,SLF|TSE|CA
1157,ARW|NYS|US
1159,SIGI|NAS|US
1160,KV.A|OTC|US
1160,KVPHA|OTC|US
1160,KVPHQ|OTC|US
1160,AMAG|NAS|US
1163,AHA|NAS|US
1163,AHAA|NAS|US
1163,SWKS|NAS|US
1166,ASI|NYS|US
1166,MPS|NYS|US
1166,ADEN|SWX|CH
1167,MSD.XX1|TSE|CA
1175,SPRI|NAS|US
1175,LEAP|NAS|US
1175,LEAPD|NAS|US
1176,SWAT|OTC|US
1176,PBAL|OTC|US
1179,JLF|LON|GB
1179,MMC|NYS|US
1180,CEMP|OTC|US
1180,MLNT|OTC|US
1180,MLNTQ|OTC|US
1182,VG|NAS|US
1182,ERIC.B|OME|SE
1183,HCA|NYS|US
1184,FISB|NAS|US
1184,FINB|NAS|US
1184,MI|NYS|US
1184,BMO|TSE|CA
1187,TPX|NYS|US
1188,NOVC|NAS|US
1188,TSPT|NAS|US
1188,PRTK|NAS|US
1189,HCA|NYS|US
1190,HRS|NYS|US
1190,LHX|NYS|US
1191,KFY|NYS|US
1192,CORS|OTC|US
1192,MBFI|NAS|US
1192,FITB|NAS|US
1193,AVA|NYS|US
1194,ARTC|NAS|US
1194,ARTCE|NAS|US
1194,SN|LON|GB
1196,ALXN|NAS|US
1196,AZN|LON|GB
1199,CCXX|NYS|US
1199,MPLN|NYS|US
1204,LNUX|NAS|US
1204,GKNT|NAS|US
1204,GKNTD|NAS|US
1204,GME|NYS|US
1207,MND.WI|NAS|US
1207,MND|NAS|US
1207,MSPD|NAS|US
1207,MSPDD|NAS|US
1207,MTSI|NAS|US
1209,ISIP|NAS|US
1209,ISIS|NAS|US
1209,IONS|NAS|US
1214,BKUNA|OTC|US
1214,BKUNQ|OTC|US
1215,ACN|NYS|US
1217,WNYN|OTC|US
1217,WNYNE|OTC|US
1217,WNYND|OTC|US
1217,CLWD|OTC|US
1217,AIAD|OTC|US
1219,FNBE|OTC|US
1219,FNBEE|OTC|US
1221,HYHM|NAS|US
1221,HTM|NAS|US
1221,HYTM|NAS|US
1221,CATS|NAS|US
1221,CATSD|NAS|US
1221,OTRK|NAS|US
1222,EQIX|NAS|US
1222,EQIXD|NAS|US
1224,HATV|NYS|US
1224,HTV|NYS|US
1225,MOG.A|NYS|US
1227,MRK|NYS|US
1228,VVC|NYS|US
1228,CNP|NYS|US
1229,RPFG|OTC|US
1231,L|NYS|US
1235,7911|TKS|JP
1236,VIV|PAR|FR
1238,JDAS|NAS|US
1238,6752|TKS|JP
1239,INSW|OTC|US
1239,INSWD|OTC|US
1239,PTNT|OTC|US
1239,PRZM|OTC|US
1241,ACTN|NYS|US
1241,ATN|NYS|US
1243,NENG|NAS|US
1243,NEI|NAS|US
1245,BSX|NYS|US
